id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"861S0861000087";"0861000087";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"VELO-CLUB (ASSOCIATION DISSOUTE DANS MULTILOG)";"ASSOCIATION DISSOUTE (DONNEES INCOMPLETES)";"000000";"000000";"";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:22"
"861S0861000089";"0861000089";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS COMBATTANTS";"MAINTENIR L'ESPRIT DE CAMARADERIE.";"038000";"038105";"";"";"";"86210";"ARCHIGNY";"86009";"PM";"";"";"D";"";"2006-03-23  03:59:17"
"861S0861000255";"0861000255";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR LA GESTION ET L'ANIMATION DU CINEMA CORNAY";"L'ANIMATION ET LA GESTION DU CINEMA CORNAY.";"006000";"006025";"MAIRIE";"";"";"86200";"LOUDUN";"86137";"PM";"";"";"D";"";"2006-03-23  03:59:17"
"861S0861000258";"0861000258";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"FEDERATION DES BLESSE(ASSOCIATION DISSOUTE DANS MULTILOG)";"ASSOCIATION DISSOUTE (DONNEES INCOMPLETES)";"000000";"000000";"";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:22"
"861S0861000297";"0861000297";"";"861S";"1936-09-23";"1936-10-04";"D";"S";"LES BOULES BLEUES CHATELLERAUDAISES";"FAVORISE LE SPORT BOULES.";"011000";"011035";"19, RUE JOSEPH MERGAU";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:18"
"861S0861000312";"0861000312";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILIALE DE LA REGION DE CHATELLERAULT";"GROUPER FRATERNELLEMENT TOUTES LES FAMILLES LEGITIMEMENT CONSTITUEES PAR LE MARIAGE ET L'AFFILIATION LEGITIME OU ADOPTIVE DONT LE CHEF ET LES ENFANTS SONT FRANCAIS. ASSURER LA DEFENSE ET";"014000";"019005";"MAIRIE";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:18"
"861S0861000314";"0861000314";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE LEIGNE-LES-BOIS AIDE AUX MALADES ET PERSONNES AGEES";"PROMOUVOIR TOUTES LES OEUVRES DESTINEES A VENIR EN AIDE AUX MALADES, AUX PERSONNES AGEES OU ISOLEES, AINSI QUE TOUTES OEUVRES A CARACTERE SANITAIRE ET SOCIAL. APPORTER SON SOUTIEN A TOUTES OEUVRES SANITAIRES SOCIALES ET CULTURELLES...";"020000";"019000";"LA GRAND MAISON";"";"";"86450";"LEIGNE-LES-BOIS";"86125";"PM";"";"";"D";"";"2006-03-23  03:59:18"
"861S0861000413";"0861000413";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"ORCHESTRE A CORDES DE CHATELLERAULT";"PROPAGER L'ART DE LA MUSIQUE D'ENSEMBLE ET ORGANISER DES CONCERTS SUR L'ENSEMBLE DU POITOU-CHARENTES OU AILLEURS.";"006000";"006030";"ECOLE DE MUSIQUE      8, RUE DE LA TAUPANNE";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:18"
"861S0861000426";"0861000426";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"LA BOULE DU CLOS CHATELLERAUDAIS";"LA PRATIQUE ET LA DIFFUSION DU SPORT BOULISTE A CHATELLERAULT ET DANS LA REGION.";"011000";"011035";"CAFE LE PENALTY       276, GD'RUE CHATEAUNEUF";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:18"
"861S0861000447";"0861000447";"";"861S";"0001-01-01";"0001-01-01";"D";"S";"PATRONAGE (ASSOCIATION DISSOUTE DANS MULTILOG)";"ASSOCIATION DISSOUTE (DONNEES INCOMPLETES)";"000000";"000000";"";"";"";"86100";"CHATELLERAULT";"86066";"PM";"";"";"D";"";"2006-03-23  03:59:22"
