id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"391S0391000007";"0391000007";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILIALE DE DOLE ET DE LA REGION";"O";"019005";"000000";"86 rue des arenes";"";"";"39100";"DOLE";"39198";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000009";"0391000009";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SAINT JEAN BAPTISTE";"O";"011005";"000000";"Chez monsieur jean-louis cohendet";"34, rue du val d'amour";"";"39380";"LOYE";"39305";"PM";"";"";"D";"";"2004-11-29  11:58:46"
"391S0391000012";"0391000012";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"LES TROMPETTES DOLOISES";"O";"006030";"000000";"Cafe vanthier";"";"";"39100";"DOLE";"39198";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000015";"0391000015";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DE ROCHEFORT SUR NENON";"O";"013005";"000000";"";"";"";"39700";"ROCHEFORT-SUR-NENON";"39462";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000016";"0391000016";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE D'ORCHAMPS";"O";"011005";"000000";"Cafe du pont";"";"";"39700";"ORCHAMPS";"39396";"PM";"";"";"D";"";"2004-11-29  11:58:46"
"391S0391000020";"0391000020";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"UNION SPORTIVE TAVAUX DAMPARIS";"O";"011005";"000000";"";"";"";"39500";"TAVAUX";"39526";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000022";"0391000022";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"UNION SPORTIVE DOLOISE";"O";"011005";"000000";"Rue des arenes";"";"";"39100";"DOLE";"39198";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000040";"0391000040";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"FEDERATION DEPARTEMENTALE DES ASSOCIATIONS DE PECHE ET DE PISCICUL TURE DU JURA";"O";"013010";"000000";"5 rue arney";"";"";"39100";"DOLE";"39198";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000083";"0391000083";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE SPORTIVE DE CHAUMERGY";"O";"011005";"000000";"";"";"";"39230";"CHAUMERGY";"39124";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2004-11-29  11:58:46"
"391S0391000135";"0391000135";"";"391S";"0001-01-01";"0001-01-01";"D";"S";"UNION SPORTIVE DE COMMENAILLES";"O";"011005";"000000";"Stade municipal";"Rue du champ de foire";"";"39140";"COMMENAILLES";"39160";"PM";"";"";"D";"";"2004-11-29  11:58:46"
