id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"521P0521000040";"0521000040";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DE LANQUES SUR ROGNON";"Favoriser la chasse, repression du braconnage et repeuplement du gibier";"013005";"000000";"";"";"";"52800";"LANQUES-SUR-ROGNON";"52271";"PM";"";"";"S";"";"2006-03-10  03:56:38"
"521P0521000074";"0521000074";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DE ROOCOURT LA COTE";"Conservation du gibier";"013005";"000000";"Mairie";"Roocourt la cote";"";"52310";"BOLOGNE";"52058";"PM";"";"";"S";"";"2006-03-10  03:56:39"
"521P0521000080";"0521000080";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE DE SEXFONTAINES";"mettre en commun le droit de chasse, de réprimer le braconnage, d'assurer la conservation et le repeuplement du gibier, de limiter le droit de chasse des sociétaires, de parer à la divagation des chiens, de contribuer à la destruction des animaux nuisibles et à la protection des animaux utiles , de veiller à la protection des récoltes, de poursuivre tous les délits de chasse.";"013005";"000000";"Mairie";"";"";"52330";"SEXFONTAINES";"52472";"PM";"";"dernière date publication enregistrée :1932-09-13";"S";"";"2006-03-10  03:56:42"
"521P0521000085";"0521000085";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE SOULAUCOURT SUR MOUZON POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE 'LA GAULE DE LA MOTHE'";"Detenir et gerer des droits de pÊche sur les domaines publics et privEs de l'etat et des collectivites localtes ou de riverains";"013010";"000000";"Mairie";"";"";"52150";"SOULAUCOURT-SUR-MOUZON";"52482";"PM";"";"";"D";"";"2006-03-10  03:56:39"
"521P0521000087";"0521000087";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SAPEURS POMPIERS DE THIVET";"Secours, emulation";"036010";"000000";"Mairie de thivet";"";"";"52800";"THIVET";"52488";"PM";"";"";"S";"";"2006-03-10  03:56:39"
"521P0521000128";"0521000128";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"UNION FRANCAISE POUR LA SANTE BUCCO DENTAIRE COMITE DE HAUTE MARNE";"Diffuser les principes d'hygiene bucco dentaire et favoriser les moyens susceptibles de developper la prophylaxie des affections de la bouche et particulierement des dents et gencives";"017000";"017125";"Chez M. le docteur PONT Emmanuel";"3 rue thibault";"";"52220";"MONTIER-EN-DER";"52331";"PM";"";"";"S";"";"2006-03-10  03:56:40"
"521P0521000247";"0521000247";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"FEDERATION NATIONALE COMBATTANTS REPUBLICAINS HAUTE MARNE";"Defense des interets materiels et moraux de ses membres";"038000";"038105";"Chez monsieur robert jeanmougin";"4 rue de la suize";"";"52000";"CHAUMONT";"52121";"PM";"";"";"D";"";"2006-03-10  03:56:39"
"521P0521000323";"0521000323";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SAPEURS POMPIERS DE LEVECOURT";"Participer aux frais de congres, fÊtes, reunions amicales, voyages et divers";"036010";"000000";"Mairie";"";"";"52150";"LEVECOURT";"52287";"PM";"";"";"D";"";"2006-03-10  03:56:39"
"521P0521000418";"0521000418";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SOUS OFFICIERS DU 403è REGIMENT SEMOUTIERS";"Resserer les liens entre tous les sous-officiers";"023000";"000000";"403eme regiment d'artillerie";"Base de semoutiers";"";"52000";"CHAUMONT";"52121";"PM";"";"";"D";"";"2006-03-10  03:56:39"
"521P0521000474";"0521000474";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"FOYER SOCIO EDUCATIF DU COLLEGE LOUISE MICHEL";"Foyer organisé, animé, et géré par les élèves avec le concours des adultes afin de favoriser une forme éducative et coopérative de vie collective, d'améliorer les conditions de vie , de promouvoir, coordonner, aider et animer toutes activités socio-éducatives, d'entretenir un climat de compréhension, de favoriser une rénovation pédagogique ...";"015075";"009005";"12 rue Youri GAGARINE";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"S";"";"2006-03-10  03:56:42"
"521P0521000568";"0521000568";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ARC MUSICAL";"Education musicale et promotion de la musique a arc en barrois, notamment aupres de la jeunesse";"006030";"000000";"Mairie";"";"";"52210";"ARC-EN-BARROIS";"52017";"PM";"";"";"S";"";"2006-03-10  03:56:40"
"521P0521000686";"0521000686";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"CLUB OLYMPIQUE DES LIBRES TIREURS";"Developper la pratique du tir sportif aux armes modernes et anciennes";"011000";"011175";"33 rue croix percee";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"S";"";"2006-03-10  03:56:40"
"521P0521000848";"0521000848";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SAPEURS-POMPIERS DE SAINT- BLIN - SEMILLY";"participer aux frais de concours, manoeuvres, réunion ayant trait à l'instruction du corps et susciter des liens d'amitié entre ses membres.";"017000";"017025";"Mairie";"";"";"00000";"";"444";"PM";"";"";"A";"";"2006-03-10  03:56:43"
"521P0521000858";"0521000858";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"AMICALE SAINT REMY";"Developper les activites culturelles et sportives";"011000";"006000";"Ecole d'harricourt";"";"";"52330";"COLOMBEY-LES-DEUX-EGLISES";"52140";"PM";"";"";"S";"";"2006-03-10  03:56:41"
"521P0521000968";"0521000968";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION LOISIRS D'ESNOUVEAUX";"Creer des animations locales et des loisirs ; organiser, gerer, animer, creer et mettre en place fÊtes et manifestations diverses";"007000";"000000";"Salle des fetes";"";"";"52340";"ESNOUVEAUX";"52190";"PM";"";"";"S";"";"2006-03-10  03:56:39"
"521P0521001073";"0521001073";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS ET AMIS DE L'AIDE FAMILIALE";"favoriser les rencontres et susciter des liens d'amitié entre ses membres, anciennes aides familiales et leurs amis";"014000";"019005";"30 parc beausite";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"S";"";"2006-03-10  03:56:42"
"521P0521001158";"0521001158";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"CERCLE DES AMIS DE JEAN JAURES DE HAUTE MARNE";"TOUTES ACTIVITES DE RECHERCHE, DE REFLEXION, ET D'ETUDE PARTANT DE LA PENSEE? ET DE LA VIE, DE L'OEUVRE DE JEAN JAURES, DES SOCIALISTES EN GENERAL";"001000";"001005";"37 avenue victor hugo";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"A";"";"2006-03-10  03:56:39"
"521P0521001159";"0521001159";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION HAUT-MARNAISE DE LOISIRS DES AGENTS DE L'AGENCE NATIONALE POUR L'EMPLOI- L'A.H.L.A";"animation et gestion d'activités de loisirs pour les agents de l'A.N.P.E de Haute-Marne et leur famille";"023000";"007000";"2 Bd GAMBETTA";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"S";"";"2006-03-10  03:56:42"
"521P0521001200";"0521001200";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES CAVALIERS DU VAL DE VILLIERS";"Organiser des competitions officielles et manifestations equestres afin de promouvoir le cheval et les activites equestres";"011050";"000000";"29 avenue foch";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"D";"";"2006-03-10  03:56:39"
"521P0521001213";"0521001213";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES SAPEURS POMPIERS DE JONCHERY SARCICOURT LAHARMAND";"gérer les finances et organiser différentes manifestations";"023000";"017000";"chez M. Philippe BADOINOT";"18 Grande Rue";"";"00000";"";"00251";"PM";"";"";"A";"";"2006-03-10  03:56:43"
"521P0521001225";"0521001225";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"BICROSS CLUB NOGENT";"Promouvoir le sport cycliste tout terrain sur circuit ferme";"011000";"011180";"13 rue des piverts";"Quartier saint aignan";"";"52000";"CHAUMONT";"52121";"PM";"";"dernière date publication enregistrée :2001-01-27";"S";"";"2006-03-10  03:56:40"
"521P0521001230";"0521001230";"";"521P";"0001-01-01";"0001-01-01";"D";"S";"DECIBEL CHARTER";"Inciter et participer a la creativite dans le domaine du spectacle a l'aide de techniciens professionnels";"006000";"000000";"7 avenue pol antoine";"";"";"52000";"CHAUMONT";"52121";"PM";"";"";"D";"";"2006-03-10  03:56:39"
