id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"361S0361000005";"0361000005";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"LE NENUPHAR";"Detenir et gerer des droits de peche. participer a la protection du patrimoine piscicole. organiser la surveillance la gestion des droits de peche. effectuer la mise en valeur piscicole";"007000";"013010";"Mairie";"";"";"36300";"BLANC";"36018";"PM";"";"W361000685";"R";"";"2013-11-20  11:12:38"
"361S0361000069";"0361000069";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"LA GARDON DE L'ANGLIN";"Detenir et gerer les droits de peche sur les domaines publics et prives de l'etat et des c.l., participer a la protection du patrimoine piscicole et aquatiques, organiser la surveillance, la gestion et l'exploitation des droits de peche";"007000";"013010";"Mairie";"";"";"36370";"BELABRE";"36016";"PM";"";"W361000686";"R";"";"2013-11-20  11:40:48"
"361S0361000090";"0361000090";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"UNION DES ANCIENS COMBATTANTS";"Organiser une reunion annuelle pour rendre un hommage collectif a tous les camarades morts dans la guerre, deposer au monument une couronne de fleurs, pourvoir a l'entretien des abords des monuments";"038000";"038105";"Mairie";"";"";"36300";"DOUADIC";"36066";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000121";"0361000121";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"UNION DES ANCIENS COMBATTANTS";"Perpétuer le souvenir des camarades morts au champ d'honneur";"038105";"000000";"";"Mairie";"";"36170";"VIGOUX";"36239";"PM";"";"Reprise  =>  date ag=0000-00-00";"D";"";"2008-10-16  10:45:48"
"361S0361000123";"0361000123";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"UNION DES ANCIENS COMBATTANTS 1914 - 1918";"Grouper ceux qui ont fait la guerre en etablissant netre uex un centre de relations cordiales";"038000";"038105";"Mairie";"";"";"36370";"BELABRE";"36016";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000133";"0361000133";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES ANCIENS COMBATTANTS";"Resserrer les liens de bonne camaraderie, d'amitie entre combattants originaires ou adoptifs de la commune, maintenir intactes les saines traditions d'honneur et de patriotisme, defendre leurs interets materiels et moraux,";"038000";"038105";"Mairie";"";"";"36300";"CIRON";"36053";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000148";"0361000148";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES ANCIENS COMBATTANTS";"Perpetuer le souvenir des camarades morts au champ d'honneur-grouper ceux qui ont fait veritablement la guerre et etablir entre eux un centre de relations cordiales-procurer aux membres adherents un appui moral et pecuniaire-faire valoir les droits";"038000";"038105";"Mairie";"";"";"36310";"CHAILLAC";"36035";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000149";"0361000149";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"LE SOUVENIR FRANCAIS";"Entretien des tombes";"038000";"010020";"106 avenue gambetta";"";"";"36300";"BLANC";"36018";"PM";"";"Reprise  =>  date ag=0000-00-00 dernière date publication enregistrée :1932-07-18";"A";"";"2008-10-16  10:45:48"
"361S0361000152";"0361000152";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DES ETABLISSEMENTS D'ENSEIGNEMENT PUBLIC DE LA REGION DU BLANC";"Sauvegarder l'interet des eleves, faciliter les rapports entre parents et enseignants, representation des familles dans les etablissements";"015000";"015005";"Mairie";"";"";"36300";"BLANC";"36018";"PM";"";"W361004278";"R";"";"2022-10-05  10:50:54"
"361S0361000159";"0361000159";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE 'LES ABEILLES'.";"Developper la pratique du sport chez les eleves du college.";"011000";"011010";"College jean moulin";"";"";"36800";"SAINT-GAULTIER";"36192";"PM";"";"W361000837";"R";"";"2016-02-02  02:45:12"
"361S0361000161";"0361000161";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SYNDICAT DES CHASSEURS ET PECHEURS ET PROPRIETAIRES";"Protection des proprietes, du gibier et du poisson";"007000";"013005";"Mairie";"";"";"36310";"TILLY";"36223";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000167";"0361000167";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"LE GOUJON DE LA BENAIZE";"Detenir et gerer des droits de peche sur les domaines publics et prives de l'etat et des collectivites locales, proteger le patrimoine piscicole et les milieux aquatiques, surveiller gerer et exploiter les droits de peche";"007000";"013010";"Mairie";"";"";"36370";"SAINT-HILAIRE-SUR-BENAIZE";"36197";"PM";"";"W361000680";"R";"";"2013-10-18  10:23:52"
"361S0361000177";"0361000177";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS COMBATTANTS";"Defendre les interets materiels et moraux de ses membres, de developper entre eux les liens d'amitie et de solidarite.";"038000";"038105";"Mairie";"";"";"36290";"OBTERRE";"36145";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000179";"0361000179";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION POUR LE DEVELOPPEMENT SOCIAL ET CULTUREL DE BELABRE";"Defendre la liberte d'enseignement, l'organisation et l'entretien d'oeuvres d'enseignement ou de jeunesse et d'oeuvres sociales";"015000";"000000";"Mairie";"";"";"36370";"BELABRE";"36016";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000183";"0361000183";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES PECHEURS A LA LIGNE ' LE BAMBOU' DE CHITRAY";"Detenir et gerer des droits de peche sur les domaine publics et prives de l'etat et des collectivites locales ou de riverains, proteger le patrimoine piscicole et les milieux aquatiques, surveiller, gerer, et exploiter ses droits de peche";"007000";"013010";"Salle des 4 as";"";"";"36800";"CHITRAY";"36051";"PM";"";"W361000692";"R";"";"2013-11-21  11:11:51"
"361S0361000209";"0361000209";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION AMICALE DES ANCIENS COMBATTANTS ET MOBILISES DE POULIGNY SAINT PIERRE";"Conserver et honorer la memoire des combattants morts au champ d'honneur , lutter pour la paix par l'action internationale des a.c., etablir entre les groupements d'adherents des liens, faire valoir les droits acquis des a.c.";"038000";"038105";"Mairie";"";"";"36300";"POULIGNY-SAINT-PIERRE";"36165";"PM";"";"Reprise  =>  date ag=0000-00-00";"D";"";"2008-10-16  10:45:48"
"361S0361000210";"0361000210";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES PECHEURS A LA LIGNE 'LA TRUITEDE L'ABLOUX' DE PRISSAC";"Obtenir, soit de l'eta, du departement, de la commune, d'association syndicales ou de particuliers, l'affermage de lots de peche sur le territoire de la region, concourir a la lutte contre le braconnage et la pollution , encourager la surveilllance";"007000";"013010";"Mairie";"";"";"36370";"PRISSAC";"36168";"PM";"";"W361000679";"R";"";"2013-10-18  10:33:34"
"361S0361000215";"0361000215";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"COMITE DES FETES";"Organiser des fetes et patronner celles des societes adherentes a l'association et leur procurer le materiel et les installations necessaires.";"007000";"009030";"Mairie du blanc";"";"";"36300";"BLANC";"36018";"PM";"";"Reprise  =>  date ag=0000-00-00 dernière date publication enregistrée :1967-12-08";"A";"";"2008-10-16  10:45:48"
"361S0361000221";"0361000221";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES PECHEURS A LA LIGNE ' LA TANCHE'";"Detenir et gerer des droits de peche sur les domaines publics et prives de l'etat et des collectivites locales ou des riverains, proteger le patrimoine piscicole et les milieux aquatiques";"007000";"013010";"Mairie";"";"";"36220";"FONTGOMBAULT";"36076";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000231";"0361000231";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"UNION SPORTIVE D'OBTERRE";"Developper le sport dans la commune";"011000";"000000";"Mairie";"";"";"36290";"OBTERRE";"36145";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
"361S0361000233";"0361000233";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"'L'ABLETTE' SOCIETE DES PECHEURS A LA LIGNE DE SCOURY";"Detenir et gerer droits de peche sur les domaines publics et prives de l'etat et des c.l. ou de riverains, participer a la protection du patrimoine piscicole et des milieux aqua., organiser surveillance, gestion, exploitation des droits de peche";"007000";"013010";"Hotel chaussee";"Scoury";"";"36300";"CIRON";"36053";"PM";"";"W361000687";"R";"";"2013-11-21  11:40:01"
"361S0361000236";"0361000236";"";"361S";"0001-01-01";"0001-01-01";"D";"S";"'LE MARTIN PECHEUR' SOCIETE DES PECHEURS A LA LIGNE";"Detenir et gerer des droits de peche sur les domaines publics et prives de l'etat , des collectivites locales ou de riverains, proteger le patrimoine pisciole et les milieux auqatiques";"007000";"013010";"Mairie";"";"";"36220";"LURAIS";"36104";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-16  10:45:48"
