id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"511P0510001321";"0510001321";"";"511P";"0001-01-01";"0001-01-01";"D";"S";"ERREUR";"Erreur";"";"000000";"Erreur";"Erreur";"";"99999";"COMMUNE DE REPRISE";"99999";"PM";"";"Reprise  =>  date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000001";"0511000001";"";"511P";"0001-01-01";"1989-08-02";"D";"S";"ECOLOGIE DEMAIN, COMBAT VERT";"Inventer, promouvoir des methodes ecologiques pour la protection de l'environnement de la faune, de la flore et la creation d'habitations bioclimatiques et de vehicules electriques et solaires";"";"000000";"248 avenue des allies";"";"";"51000";"CHALONS-SUR-MARNE";"51108";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000003";"0511000003";"";"511P";"0001-01-01";"1989-07-31";"D";"S";"LES MARIES DE CHAMPAGNE";"Promouvoir les commerces ayant un rapport avec le mariage et organiser un salon du mariage";"";"000000";"2 bis, rue emile leroy";"";"";"51000";"CHALONS-SUR-MARNE";"51108";"PM";"";"Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier";"D";"";"2008-10-14  10:39:55"
"511P0511000004";"0511000004";"";"511P";"0001-01-01";"1989-08-09";"D";"S";"ETOILE SPORTIVE DE L'EPINE";"Club de football";"";"000000";"Mairie de l'epine";"";"";"51460";"EPINE";"51231";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000005";"0511000005";"";"511P";"0001-01-01";"1989-08-09";"D";"S";"FEDERATION NATIONALE DES DEPORTES, INTERNES, RESISTANTS ET PATRIOTES";"Etablir, maintenir et developper les liens entre ses membres pour la defense de leurs droits et de leurs revendications morales et materielles, pour la defense des interets moraux de la";"";"000000";"34, rue general fery";"";"";"51000";"CHALONS-SUR-MARNE";"51108";"PM";"";"Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier";"D";"";"2008-10-14  10:39:55"
"511P0511000007";"0511000007";"";"511P";"0001-01-01";"1989-08-19";"D";"S";"BLAISE - PHOTO - CREATION";"Productions photographiques - plaquettes - stages - exposition";"";"000000";"2, impasse de la blaise";"";"";"51000";"CHALONS-SUR-MARNE";"51108";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000009";"0511000009";"";"511P";"0001-01-01";"1989-09-06";"D";"S";"ASSOCIATION DES CAPACITAIRES";"Reunir les capacitaires, de promouvoir le diplome de capacite en droit, d'apporter aide et assistance aux etudiants ainsi qu'auxcapacitaires en titre";"";"000000";"8, rue ravel";"";"";"51460";"COURTISOLS";"51193";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000013";"0511000013";"";"511P";"0001-01-01";"1989-07-05";"D";"S";"PASSEPOIL";"Favoriser la rencontre de collectionneurs passionnes d'histoire militaire, la rencontre avec des specialistes, l'echange de documentation et de materiels, la participation a l'animation";"";"000000";"26 rue du magny";"";"";"10340";"RICEYS";"10317";"PM";"";"Reprise  =>  date ag=0000-00-00 reprise auto => date publication création au JO à vérifier";"A";"";"2008-10-14  10:39:55"
"511P0511000014";"0511000014";"";"511P";"0001-01-01";"1989-07-05";"D";"S";"SPECTACLE CIRCUS FORAIN";"Promouvoir le cirque select roulez jeunesse l'attraction et publier l'avant courrier et le nigloo";"";"000000";"4 rue du i9 mars 1962";"";"";"51000";"CHALONS-SUR-MARNE";"51108";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
"511P0511000016";"0511000016";"";"511P";"0001-01-01";"1989-07-05";"D";"S";"FOOTBALL CLUB DE MAIRY S/MARNE";"Education sportive";"";"000000";"Mairie de mairy sur marne";"";"";"51240";"MAIRY-SUR-MARNE";"51339";"PM";"";"Reprise  =>  date publication création au JO à vérifier date ag=0000-00-00";"A";"";"2008-10-14  10:39:55"
