id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"141S0141000061";"0141000061";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"LES FOYERS DE CLUNY DU CALVADOS VOIR NUMERO 669";"Accueil, prise en charge, reinsertion sociale et professionnelle d'inadaptes adultes des deux sexes";"014000";"020000";"Mairie";"";"";"14400";"TOUR-EN-BESSIN";"14700";"PM";"";"";"S";"";"2006-01-20  01:16:12"
"141S0141000068";"0141000068";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE BAYEUSAINE";"Football";"011075";"000000";"22 rue st patrice";"";"";"14400";"BAYEUX";"14047";"PM";"";"";"D";"";"2006-01-20  01:16:09"
"141S0141000346";"0141000346";"";"141S";"0001-01-01";"1948-07-09";"D";"S";"SOCIETE DE CHASSE COMMUNALE DE GEFOSSE-FONTENAY";"Exploitation de la chasse sur les terrains ou elle possede le droit de chasse de defendre le gibier contre le braconnage de detruire les animaux nuisibles, de creer des reserves, de repeupler le gibier.";"013005";"000000";"Mairie";"";"";"14230";"GEFOSSE-FONTENAY";"14298";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-20  01:16:05"
"141S0141000376";"0141000376";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"COMICE ANNUEL BOVIN DU CANTON DE TREVIERES";"AGRICOLE";"014000";"000000";"";"";"";"14710";"TREVIERES";"14711";"PM";"";"";"A";"";"2006-01-20  01:16:12"
"141S0141000412";"0141000412";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE CHASSE DE MONCEAUX EN BESSIN";"Chasse";"013005";"000000";"Mairie";"";"";"14400";"MONCEAUX-EN-BESSIN";"14436";"PM";"";"";"D";"";"2006-01-20  01:16:10"
"141S0141000425";"0141000425";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DE PARENTS D'ELEVES DE L'ECOLE DU SACRE COEUR";"Parents eleves";"015000";"000000";"23 rue victor hugo";"";"";"14230";"ISIGNY-SUR-MER";"14342";"PM";"";"W141001582";"R";"";"2017-07-04  07:06:27"
"141S0141000442";"0141000442";"";"141S";"0001-01-01";"1953-01-29";"D";"S";"AMICALE LAIQUE DE CASTILLY";"Pratiquer la solidarite, entretenir les relations amicales entre les anciens et anciennes eleves, maitres et maitresses, les amis de l'ecole publique de castilly";"015000";"000000";"Ecole de castilly";"";"";"14330";"CASTILLY";"14142";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2006-01-20  01:16:05"
"141S0141000448";"0141000448";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES SOUS OFFICIERS DE RESERVE DU CANTON D'ISIGNY SUR MER";"CrEer un centre ou les sous officiers de reserve puissent se rencontrer, former un groupe important pour la dEfense des adhErents, crEer un fonds de rEserve pour venir en aide aux peu fortunEs";"038000";"000000";"Hotel de ville";"";"";"14230";"ISIGNY-SUR-MER";"14342";"PM";"";"W141001429";"R";"";"2017-01-30  01:00:47"
"141S0141000452";"0141000452";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"OEUVRE D'ENTRAIDE MARITIME MEDICALE ET SOCIALE Â PORT EN BESSIN";"Entraide";"014000";"000000";"Rue de bayeux";"";"";"14520";"PORT-EN-BESSIN-HUPPAIN";"14515";"PM";"";"W141001297";"R";"";"2015-03-20  03:01:32"
"141S0141000456";"0141000456";"";"141S";"0001-01-01";"0001-01-01";"D";"S";"A MODIFIER";"Entraide";"014000";"000000";"";"";"";"14400";"BAYEUX";"14047";"PM";"";"";"A";"";"2006-01-20  01:16:08"
