id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"081P0081000002";"0081000002";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"VOLLEY CLUB DES 2 VIREUX";"Initiation pratique et rencontres diverses de volley ball";"011000";"011065";"Mairie de vireux-molhain";"";"";"08320";"VIREUX-MOLHAIN";"08486";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000004";"0081000004";"";"081P";"0001-01-01";"1989-11-08";"D";"S";"SOLIDARITE ETAPE ENTREPRISE -LE KIOSQUE- MAISON DES HIMALAYAS";"L'insertion et la reinsertion socin de souvenirs.";"000000";"000000";"10,avenue corneau";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000008";"0081000008";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"SPORTIVE CREDIT DU NORD";"Pratique de tous les sports et participation a des epreuves sportives";"011000";"011015";"5 avenue jean jaures";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000012";"0081000012";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"LES AIRELLES";"Participation a toutes manifestations publiques ou privees, apolitiques et de nature a developper son activite et a couvrir ses frais de fontionnement";"007000";"009045";"";"";"";"08800";"MONTHERME";"08302";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000014";"0081000014";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES CONCEPTEURS DE PRODUITS INDUSTRIELS DES ARDENNES (CONCEPT)";"Maintenir les relations et la solidarite entre les anciens eleves etudiants de la section t.s.c.p.j. et t.s.b.e. du l.e.g.t. bazin, aider le placement et la recherche de stages des etudiants.";"015000";"015075";"145 AVENUE CHARLES DE GAULLE";"LYCEE F. BAZIN";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"W081003346";"R";"";"2017-06-01  06:31:56"
"081P0081000015";"0081000015";"";"081P";"0001-01-01";"1989-11-08";"D";"S";"LE COCHONNET DE LA RIMOGNEUSE";"Pratique de la petanque";"011000";"011035";"598 rue du mellier";"";"";"08150";"RIMOGNE";"08365";"PM";"";"W081003147";"R";"";"2016-04-25  04:08:18"
"081P0081000016";"0081000016";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"RADIO OXYGENE";"La confection de programmes radiophoniques,le regroupement de ses auditeurs,d'assurer le fonctionnement de la station,l'information rendre compte et d'une maniere generale toute action dans l'inte-";"005000";"005010";"87,rue ambroise croizat";"";"";"08440";"VIVIER-AU-COURT";"08488";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000018";"0081000018";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES ETUDIANTS DE L'ECOLE DE GESTION ET DE COMMERCE";"Animer et gerer les activites sociales,culturelles,educatives et economiques des bureaux des eleves des ecoles de formation initia le de la chambre de commerce et d'industrie de charleville.";"015000";"015075";"18 avenue georges corneau";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"";"A";"";"2006-01-17  01:29:27"
"081P0081000019";"0081000019";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"GYM D'ENTRETIEN DU QUARTIER DE MONTCY-SAINT-PIERRE";"Gym d'entretien du quartier de montcy-saint-pierre";"000000";"000000";"Chez madame blaise-bernardi therese";"20-22 rue de nouzonville";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000022";"0081000022";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"LES LOISIRS EN AMIS";"Faciliter la pratique d'activites de loisirs en permettant le groupement des adherents suivant leurs affinites au sein des sections amicales specialisees.";"000000";"000000";"Usine citroen";"";"";"08000";"AYVELLES";"08040";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000023";"0081000023";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"REVIN GYM";"Developper chez les jeunes le gout et la pratique de la muscu- lation";"011000";"011105";"Ancienne ecole primaire avenue des sapins";"Les bois bryas";"";"08500";"REVIN";"08363";"PM";"";"";"A";"";"2006-01-17  01:29:27"
"081P0081000025";"0081000025";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"CERCLE FAMILIAL ET SOCIAL";"Education sociale,familiale et professionnelle de ses membres.";"019005";"000000";"6rue jules fuzelier";"";"";"08440";"VIVIER-AU-COURT";"08488";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000026";"0081000026";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION GIVETOISE KARATE SHUKOKAI";"Promotion et diffusion du karate shukok~IE~i sur le plan local.";"011000";"011145";"3 route de mon bijou";"";"";"08600";"GIVET";"08190";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000030";"0081000030";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"LES ETOILES CAROLO-MACERIENNES";"Education physique et morale de la jeunesse.";"000000";"000000";"Chez madame rene dominique";"";"";"08430";"CHAMPIGNEUL-SUR-VENCE";"08099";"PM";"";"";"A";"";"2006-01-17  01:29:27"
"081P0081000032";"0081000032";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"LOCAL CLUB DE MONTHERME";"Promouvoir, soutenir et favoriser les activites de jeunesse et d'education populaire.";"007000";"009005";"Mairie";"";"";"08800";"MONTHERME";"08302";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000033";"0081000033";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"LA WACHE";"Promouvoir toutes les activites pouvant interesser ses adherents en particulier dans les domaines socio-culturel,sportif,de loisirsde detente.";"007000";"007080";"30 rue des ferronniers";"";"";"08000";"WARCQ";"08497";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000034";"0081000034";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"JEUNESSE SPORTS LOISIRS ANIMATIONS VILLERS SEMEUSE";"Se reunir afin d'animer leur commune en organisant toutes sortes de manifestations en accord avec la mairie 'loisirs, detente animations socio-culturelles et sportives.";"011000";"007000";"8 rue du 8 mai";"";"";"08000";"VILLERS-SEMEUSE";"08480";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000036";"0081000036";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"CENTRE REGIONAL D'INNOVATION ET DE TRANSFERT DE TECHNOLOGIE  MATERIAUX, DEPOTS,TRAITEMENTS DE SURFACE, DE CHARLEVILLE-MEZIERES";"Developper tout transfert de technologie relatif aux materiaux, depots,traitements de surface,etats de surface.a cet effet listes actions necessaires,mais non limitatives:aide technique ou scienti";"023040";"022515";"Moulin leblanc";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"W081006675";"R";"";"2018-12-05  12:21:14"
"081P0081000037";"0081000037";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"EMPLOI ET FORMATION D'ANIMATEURS";"Recrutement et renumeration d'animateurs sportifs et socio-educa tifs qui seront mis a disposition des collectivites dans le cadre de l'amenagement du rythme de vie de l'enfant dans le departement des ardennes";"015000";"015045";"14 porte de bourgogne";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000038";"0081000038";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"CAVALIERS DU MONT D'HAURS";"De developper le tourisme equestre dans les ardennes et departe ments proches, et d'assurer des services aupres des cavaliers proprietaires ou non de leurs cheveaux.";"011000";"011050";"92 RUE DE GIVET";"";"";"08600";"RANCENNES";"08353";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000039";"0081000039";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"CLUB DU 3E AGE ET DE RETRAITES";"Aider ses membres a sortir de leur solitude et susciter entre eux des liens d'amitie.";"000000";"000000";"Mairie";"";"";"08290";"AOUSTE";"08016";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000043";"0081000043";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"TWIRLING CLUB GIVETOIS";"Faire participer des enfants de givet a ce sport de gymnastique et danse, accompagnes du b~ID~ton.";"007000";"009045";"47 rue oger";"";"";"08600";"GIVET";"08190";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000044";"0081000044";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"LES JEUNES MUSICIENS DE VIREUX";"Interesser la jeunesse du village a la musique et les occuper pendant leurs loisirs.";"006000";"006030";"26 avenue du general de gaulle";"";"";"08320";"VIREUX-MOLHAIN";"08486";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000045";"0081000045";"";"081P";"0001-01-01";"1989-11-29";"D";"S";"AMICALE DES OFFICIERS DU 3E REGIMENT DU GENIE";"Realiser et maintenir un esprit de corps, accueillir les nouveaux affectes, marquer le depart des mutes, organiser des manifesta tions recreatives, aider l'amicaliste en difficulte.";"038000";"000000";"53 avenue leon bourgeois";"";"";"08000";"CHARLEVILLE-MEZIERES";"08105";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
"081P0081000047";"0081000047";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"GROUPEMENT DE DEVELOPPEMENT AGRICOLE DE LA REGION DE CHARLEVILLE-MEZIERES";"Rechercher, diffuser et mettre en oeuvre les moyens techniques et economiques de nature a accroitre la productivite des exploita- tions agricoles adherentes et ameliorer ainsi les conditions de vie de ses membres";"022000";"023020";"15 RUE DU CHATEAU";"";"";"08000";"VILLERS-SEMEUSE";"08480";"PM";"";"W081006660";"R";"";"2018-11-07  11:16:25"
"081P0081000050";"0081000050";"";"081P";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DE CHASSE HUBERTUS";"Organisation, preservation et defense de la chasse.";"007000";"013005";"Hotel saint-hubert";"";"";"08170";"HAYBES";"08222";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2006-01-17  01:29:27"
