id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"531S0530001651";"0530001651";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SUD-MAYENNE PRECARITE";"REUNIRLES MOYENS ET METTRE EN OEUVRE TOUTES LES FORMES D'ACTIONS NECESSAIRE A LA LUTTE CONTRE LES SITUATIONS DE DETRESSE, DE PAUVRETE ET DE PRECARITE DANS L'ARRONDISSEMENT DE CH.GONTIER";"020000";"020005";"MAIRIE DE CHATEAU-GONTIER/BAZOUGES";"23, PLACE DE LA REPUBLIQUE";"";"53200";"CHATEAU-GONTIER";"53062";"PM";"";"";"A";"";"2008-06-23  06:29:35"
"531S0531000006";"0531000006";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"SOCIETE DES COURSES DU PAYS DE CHATEAU-GONTIER";"ORGANISATION DES COURSES DE CHEVAUX ET DES ACTIVITES DIRECTEMENT LIEES Â CET OBJET OU POUR LESQUELLES ELLE EST HABILITEE PAR LA LOI";"011000";"011050";"HÔTEL DE VILLE DE CHATEAU-GONTIER";"";"";"53200";"CHATEAU-GONTIER";"53062";"PM";"";"";"A";"";"2008-06-23  06:29:35"
"531S0531000188";"0531000188";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE DE SAINT SATURNIN DU LIMET";"PRATIQUE DES SPORTS ET DE L'ATHLETISME";"011000";"011075";"";"MAIRIE";"";"53800";"SAINT-SATURNIN-DU-LIMET";"53253";"PM";"";"";"A";"";"2008-06-23  06:29:35"
"531S0531000200";"0531000200";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"COMITE D'ENTENTE DES ANCIENS COMBATTANTS DES DEUX GUERRES";"VENIR EN AIDE Â SES MEMBRES DANS LE CAS O~NJ~ LES SECOURS Â ACCORDER DEPASSERAIENT LES POSSIBILITES FINANCIèRES DES SOCIETES AUXQUELLES ILS SONT AFFILIES";"038000";"038105";"56, AVENUE CARNOT";"";"";"53200";"CHATEAU-GONTIER";"53062";"PM";"";"dernière date publication enregistrée :1947-02-19";"A";"";"2008-06-23  06:29:36"
"531S0531000296";"0531000296";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ORGANISME DE GESTION DE L'ECOLE CATHOLIQUE DE BAZOUGES";"ASSUER LA FONDATION ET L'ENTRETIEN D'ECOLES CATHOLIQUES RECONNUES COMME TELLES PAR L'AUTORITE CANONIQUE COMPETENTE, ET NOTAMMENT LEUR GESTION";"015000";"000000";"ECOLE SAINTE MARIE - BAZOUGES";"";"";"53200";"CHATEAU-GONTIER";"53062";"PM";"";"";"D";"";"2008-06-23  06:29:36"
"531S0531000342";"0531000342";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"VELO-CLUB CRAONNAIS";"LA PRATIQUE DU CYCLISME SOUS TOUTES SES FORMES, SPORTS, TOURISTE UTILITAIRE";"011000";"011180";"MAIRIE";"";"";"53400";"CRAON";"53084";"PM";"";"";"D";"";"2008-06-23  06:29:36"
"531S0531000356";"0531000356";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION AMICALE DES ANCIENNES ELèVES DE L'INSTITUTION SAINTE-URSULE";"CONSERVER ET DEFENDRE TOUS LES INTER^TS INTELLECTUELS, MATERIELS ET MORAUX DES ADHERENTS ET DE SOUTENIR MORALEMENT ET MATERIELLEMENT LES OEUVRES D'ENSEIGNEMENT LIBRE Â PRINCIPES CATHOLIQUES";"015000";"015070";"13, RUE GASTON MARTIN";"";"";"53200";"CHATEAU-GONTIER";"53062";"PM";"";"";"A";"";"2008-06-23  06:29:35"
"531S0531000389";"0531000389";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION DES PARENTS D'ELEVES DES ECOLES PRIVEES DE SAINT POIX";"GROUPER LES CHEFS DE FAMILLE AYANT LA CHARGE DES ENFANTS INSCRITS Â L'ECOLE; TOUTES ACTIVITES SUSCEPTIBLES D'APPORTER LE SOUTIEN MORAL ET MATERIEL Â L'ECOLE AUX FAMILLES ET AUX MAÎTRES";"015000";"015005";"ECOLE SAINT JOSEPH";"";"";"53540";"SAINT-POIX";"53250";"PM";"";"";"D";"";"2008-06-23  06:29:36"
"531S0531000488";"0531000488";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ALERTE SPORTIVE BALLEENNE";"EDUCATION CIVIQUE ET MORALE, GYMNASTIQUE, TIR, SPORTS ET PREPARATION MILITAIRE";"003060";"000000";"RUE DU HAUT BOIS";"";"";"53340";"BALLEE";"53017";"PM";"";"";"A";"";"2008-06-23  06:29:36"
"531S0531000546";"0531000546";"";"531S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION FAMILIALE RURALE DE CRAON";"ETUDE DE DEFENSE DES DROITS ET INTERETS MORAUX ET MATERIELS DES FAMILLES RURALES, RESPECT DE LA MORALITE PUBLIQUE, LUTTE CONTRE LES FLEAUX SOCIAUX ET DEVELOPPEMENT DU SENS FAMILIAL PAR DES MAJEURS APPROPRIES";"009035";"000000";"MAIRIE";"";"";"53400";"CRAON";"53084";"PM";"";"";"A";"";"2008-06-23  06:29:37"
