id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"411P0411000003";"0411000003";"";"411P";"0001-01-01";"1903-04-03";"D";"S";"SOCIETE MIXTE DE TIR DU 39EME TERRITORIAL D'INFANTERIE";"Enseignement du tir";"038100";"000000";"8, rue porte cote";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000005";"0411000005";"";"411P";"0001-01-01";"1903-06-09";"D";"S";"SOCIETE LES CARABINIERS BLESOIS";"Organisation d'un stand a blois, developpement et usage des armes a feu";"011175";"000000";"8, rue porte cote";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000008";"0411000008";"";"411P";"0001-01-01";"1903-12-02";"D";"S";"SOCIETE PRO PATRIA";"Gymnastique - tir";"011105";"000000";"";"";"";"41500";"SUEVRES";"41252";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000011";"0411000011";"";"411P";"0001-01-01";"1904-03-06";"D";"S";"SOCIETE AMICALE DES CANTONNIERS DE LOIR-ET-CHER";"Camaraderie, assistance, amelioration de la situation par les voies legales";"014030";"000000";"Hotel de ville";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000014";"0411000014";"";"411P";"0001-01-01";"1904-06-07";"D";"S";"AMICALE LA PATRIOTE D'AUTAINVILLE";"Etude et pratique du tir";"011175";"000000";"Mairie";"";"";"41240";"AUTAINVILLE";"41006";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000015";"0411000015";"";"411P";"0001-01-01";"1904-11-05";"D";"S";"ASSOCIATION PONTILEVIENNE POUR L'ENSEIGNEMENT PRIVE";"Creation et entretien d'etablissements d'enseignement prive";"015000";"000000";"Chez le president";"";"";"41400";"PONTLEVOY";"41180";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000016";"0411000016";"";"411P";"0001-01-01";"1904-09-28";"D";"S";"ASSOCIATION MERROISE POUR L'ENSEIGNEMENT LIBRE";"Enseignement a l'ecole libre";"015000";"000000";"Ecole catholique de garcons";"";"";"41500";"MAVES";"41130";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000019";"0411000019";"";"411P";"0001-01-01";"1904-12-31";"D";"S";"SOCIETE D'INSTRUCTION MILITAIRE PREPARATOIRE DE BLOIS";"Preparer les jeunes gens au certificat d'aptitude prevu par la loi du 08.04.03";"038100";"000000";"";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000020";"0411000020";"";"411P";"0001-01-01";"1905-01-22";"D";"S";"SOCIETE REPUBLICAINE D'INSTRUCTION DE VILLEMUZARD, COMMUNE DE LORGES";"Instruction";"009025";"000000";"";"";"";"41370";"LORGES";"41119";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000022";"0411000022";"";"411P";"0001-01-01";"1905-02-24";"D";"S";"SOCIETE REPUBLICAINE D'INSTRUCTION LAIQUE DE BLOIS";"Instruction";"009025";"000000";"";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000024";"0411000024";"";"411P";"0001-01-01";"1906-04-19";"D";"S";"SOCIETE L'ESPERANCE DE MONTRICHARD";"Gymnastique - escrime - preparation militaire";"038100";"000000";"";"";"";"41400";"MONTRICHARD";"41151";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000025";"0411000025";"";"411P";"0001-01-01";"1905-07-21";"D";"S";"ASSOCIATION DE PREVOYANCE DE L'ENSEIGNEMENT LIBRE DE LOIR-ET-CHER";"Defense des interets materiels et moraux de ses membres";"022545";"000000";"";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000026";"0411000026";"";"411P";"0001-01-01";"1906-02-16";"D";"S";"SOCIETE AMICALE DES MEMBRES DE L'ENSEIGNEMENT PRIMAIRE LAIQUE ET PUBLIC  DE LOIR-ET-CHER";"Liens de solidarite et d'amitie entre ses membres";"023000";"000000";"";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000029";"0411000029";"";"411P";"0001-01-01";"1906-03-30";"D";"S";"ASSOCIATION AMICALE DES ANCIENS ELEVES DE L'ECOLE ANNEXE A L'ECOLE NOMALE DE  BLOIS";"Grouper les anciens eleves dans un but educatif et recreatif";"015070";"000000";"Hotel de ville";"";"";"41000";"BLOIS";"41018";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000037";"0411000037";"";"411P";"0001-01-01";"1906-06-21";"D";"S";"SOCIETE FANFARE DE THENAY";"Conserver et propager les idees musicales";"006030";"000000";"";"";"";"41400";"THENAY";"41257";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
"411P0411000039";"0411000039";"";"411P";"0001-01-01";"1907-01-03";"D";"S";"SOCIETE FANFARE LIBRE D'ONZAIN";"Pratique de la musique";"006030";"000000";"";"";"";"41150";"ONZAIN";"41167";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2005-10-10  10:58:13"
