id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"481S0480000116";"0480000116";"";"481S";"0001-01-01";"0001-01-01";"D";"S";"LES SIMPLES";"Tout ce qui concerne le vegetal";"024000";"000000";"Mairie";"";"";"48110";"SAINTE-CROIX-VALLEE-FRANCAISE";"48144";"PM";"";"dernière date publication enregistrée :2002-09-21";"A";"";"2008-07-01  07:48:44"
"481S0481000004";"0481000004";"";"481S";"0001-01-01";"1937-10-01";"D";"S";"ASSOCIATION DE LA TRUITE DE MEYRUEIS POUR LA PECHE ET LA PROTECTION DU MILIEU AQUATIQUE";"Gestion et protection du patrimoine piscicole";"007000";"013010";"Mairie";"";"";"48150";"MEYRUEIS";"48096";"PM";"";"W481004127";"R";"";"2022-05-11  05:16:54"
"481S0481000005";"0481000005";"";"481S";"0001-01-01";"1986-06-25";"D";"S";"COMITE DES FETES DES BONDONS";"Animations: soiree dansantes, bals, fete votive, concours, lotos, ball-trap, courses sportives,.";"007000";"009030";"Restaurant 'julhan'";"";"";"48400";"BONDONS";"48028";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000006";"0481000006";"";"481S";"0001-01-01";"1912-01-01";"D";"S";"SYNDICAT D'INITIATIVE ET D'INTERETS LOCAUX DE VIALAS";"Etudier les mesures qui peuvent tendre a augmenter d'une maniere generale, la prosperite de la region, et d'en poursuivre la reali sation.";"007000";"034240";"Syndicat d'initiative";"";"";"48220";"VIALAS";"48194";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000009";"0481000009";"";"481S";"0001-01-01";"1950-01-01";"D";"S";"OFFICE DE TOURISME DU PAYS DE MEYRUEIS";"Etude et realisation de mesures tendant a ~ID~ccroitre l'activite touristique assurer les missions d'accueil et d'information des touristes ainsi que la promotion et l'animation des communes";"007000";"034240";"";"";"";"48150";"MEYRUEIS";"48096";"PM";"";"W481000636";"R";"";"2014-03-21  03:12:06"
"481S0481000015";"0481000015";"";"481S";"0001-01-01";"1981-10-09";"D";"S";"ASSOCIATION DES HABITANTS DE CROUPILLAC L'ADRET";"Ameliorer les conditions de vie dans le village, promouvoir toutesles activites permettant de vivre au village, ameliorer les relations entre les habitants en creant un esprit communautaire propre au village";"014000";"023040";"Croupillac";"";"";"48400";"FLORAC";"48061";"PM";"";"W481004125";"R";"";"2022-04-28  04:26:11"
"481S0481000028";"0481000028";"";"481S";"0001-01-01";"0001-01-01";"D";"S";"VTT PROVENCE";"Promotion du vtt";"011000";"011180";"Chez mle marmeys sandrine";"38 rue du pecher";"";"48400";"FLORAC";"48061";"PM";"";"dernière date publication enregistrée :2004-02-07";"A";"";"2008-07-01  07:48:44"
"481S0481000029";"0481000029";"";"481S";"0001-01-01";"0001-01-01";"D";"S";"PRACTIS";"Aide aux projets culturels developper favoriser";"006000";"000000";"Mairie";"";"";"48220";"PONT-DE-MONTVERT";"48116";"PM";"";"dernière date publication enregistrée :2004-02-07";"A";"";"2008-07-01  07:48:44"
"481S0481000036";"0481000036";"";"481S";"0001-01-01";"1951-03-02";"D";"S";"UNION SPORTIVE DE SAINT PRIVAT DE VALLONGUE";"Developpement culturel et sportif de la jeunesse vivant son ressort, sans qu'une limitation d'~ID~ge, de profession ou d'opignon intervienne dans son recrutement";"011000";"011005";"Mairie";"";"";"48240";"SAINT-PRIVAT-DE-VALLONGUE";"48178";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000037";"0481000037";"";"481S";"0001-01-01";"1956-07-01";"D";"S";"ASSOCIATION CULTUELLE DE CASSAGNAS ET LES AMIS DE CASSAGNAS";"Qq";"040000";"040540";"Chez m. figuiere didier";"Les crozes bas";"";"48400";"CASSAGNAS";"48036";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2008-07-01  07:48:43"
"481S0481000045";"0481000045";"";"481S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION CULTUELLE DE ST ETIENNE VALLEE FRANCAISE";"Assurer la celebration du culte";"040000";"040540";"";"";"";"48330";"SAINT-ETIENNE-VALLEE-FRANCAISE";"48148";"PM";"";"W481004045";"R";"";"2020-05-19  05:56:16"
"481S0481000067";"0481000067";"";"481S";"0001-01-01";"1948-01-01";"D";"S";"LA JEUNE DIANE";"Chasse";"007000";"013005";"";"";"";"48150";"MEYRUEIS";"48096";"PM";"";"W481000717";"R";"";"2015-07-21  07:15:19"
"481S0481000071";"0481000071";"";"481S";"0001-01-01";"1956-09-05";"D";"S";"AMICALE MEYRUEISIENNE";"Education populaire";"015000";"009025";"Salle des oeuvres";"";"";"48150";"MEYRUEIS";"48096";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000073";"0481000073";"";"481S";"0001-01-01";"1958-12-06";"D";"S";"LE CAP SAINT HILAIRE DE LAVIT";"L'association dite 'le cap' (centre d'acceuil populaire) a pour but d'offrir aux jeunes de la region cevenole un lieux de rencontre et un camp de vacances en vue de favoriser leur develop";"020000";"019010";"";"";"";"48160";"SAINT-HILAIRE-DE-LAVIT";"48158";"PM";"";"reprise auto => date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000076";"0481000076";"";"481S";"0001-01-01";"1957-03-14";"D";"S";"ASSOCIATION DES AMIS DU PARC NATIONAL DES CEVENNES";"Creation d'un parc national culturel en lozere";"006000";"000000";"Mairie";"";"";"48400";"FLORAC";"48061";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2008-07-01  07:48:43"
"481S0481000078";"0481000078";"";"481S";"0001-01-01";"0001-01-01";"D";"S";"PROFESSIONNEL SPORT NATURE 48";"Representer les professionnels des sports nature aupres des institutions administrations et collectivites territoriales";"011000";"000000";"Mairie";"";"";"48320";"ISPAGNAC";"48075";"PM";"";"";"A";"";"2008-07-01  07:48:44"
