id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"801S0801000043";"0801000043";"";"801S";"0001-01-01";"1905-11-15";"D";"S";"MUSIQUE DE GAMACHES";"Pratique de la musique";"";"000000";"Route de paris";"";"";"80220";"GAMACHES";"80373";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2008-01-10  01:27:17"
"801S0801000045";"0801000045";"";"801S";"0001-01-01";"1905-11-04";"D";"S";"LES VETERANS D'ABBEVILLE";"Jeu de tamis";"";"000000";"23 rue charlet";"";"";"80100";"ABBEVILLE";"80001";"PM";"";"W801005087";"R";"";"2017-05-11  05:04:54"
"801S0801000064";"0801000064";"";"801S";"0001-01-01";"1906-07-13";"D";"S";"ASSOCIATION AGREEE DE PECHE ET DE PISCICULTURE DES PECHEURS A LA LIGNE DU PONTHIEU";"Pratique de la peche";"";"000000";"8 place du general de gaulle";"Bureau n°13";"";"80100";"ABBEVILLE";"80001";"PM";"";"W801002784";"R";"";"2014-12-24  12:23:03"
"801S0801000067";"0801000067";"";"801S";"0001-01-01";"0001-01-01";"D";"S";"BATTERIE FANFARE DE TULLY";"Pratique de la musique";"";"000000";"9 impasse gabriel peri";"";"";"80530";"TULLY";"80770";"PM";"";"";"D";"";"2008-01-10  01:27:28"
"801S0801000069";"0801000069";"";"801S";"0001-01-01";"1906-09-30";"D";"S";"ASSOCIATION AMICALE DES ANCIENS ELEVES DE L'ECOLE DE DESSIN LINEAIRE DE LA VILLE  D'ABBEVILLE";"Liens d'amitie etc...";"";"000000";"Ecole municipale de dessin";"";"";"80100";"ABBEVILLE";"80001";"PM";"";"W801003236";"R";"";"2017-03-28  03:06:31"
"801S0801000074";"0801000074";"";"801S";"0001-01-01";"1906-10-13";"D";"S";"HARMONIE DE NOUVION";"Musique";"";"000000";"Mairie";"";"";"80860";"NOUVION";"80598";"PM";"";"reprise auto => date publication création au JO à vérifier";"D";"";"2008-01-10  01:27:17"
"801S0801000081";"0801000081";"";"801S";"0001-01-01";"1906-11-23";"D";"S";"FANFARE DE BUIGNY L'ABBE";"Musique";"";"000000";"Mairie";"";"";"80132";"BUIGNY-L'ABBE";"80147";"PM";"";"W801003237";"R";"";"2017-03-28  03:24:41"
"801S0801000088";"0801000088";"";"801S";"0001-01-01";"1907-03-18";"D";"S";"JEU DE BALLE AU TAMIS";"Pratique de la balle au tamis";"";"000000";"Mairie";"";"";"80520";"WOINCOURT";"80827";"PM";"";"W801003238";"R";"";"2017-03-29  03:35:49"
"801S0801000092";"0801000092";"";"801S";"0001-01-01";"1909-06-26";"D";"S";"AMICALE DES ANCIENS ELEVES D'AILLY LE HAUT CLOCHER";"Liens d'amitie etc...";"";"000000";"Mairie";"";"";"80690";"AILLY-LE-HAUT-CLOCHER";"80009";"PM";"";"W801003239";"R";"";"2017-03-29  03:50:12"
"801S0801000095";"0801000095";"";"801S";"0001-01-01";"1907-06-10";"D";"S";"SOCIETE SCOLAIRE DE TIR DU COLLEGE COURBET";"Organiser propager et vulgariser l'etude theorique et pratique du tir dans l'etablissement";"";"000000";"College courbet";"";"";"80100";"ABBEVILLE";"80001";"PM";"";"W801003240";"R";"";"2017-03-29  03:03:12"
"801S0801000101";"0801000101";"";"801S";"0001-01-01";"1909-12-28";"D";"S";"SOCIETE SCOLAIRE LA MERSOISE";"Tir";"";"000000";"Ecole des garcons";"";"";"80350";"MERS-LES-BAINS";"80533";"PM";"";"Reprise auto =>  date publication création au JO à vérifier";"A";"";"2008-01-10  01:27:17"
"801S0801000111";"0801000111";"";"801S";"0001-01-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE VAUCHELLOISE DE FOOTBALL";"Pratique du football";"";"000000";"Mairie";"Rue de la grosse borne";"";"80132";"VAUCHELLES-LES-QUESNOY";"80779";"PM";"";"W801002707";"R";"";"2014-08-26  08:04:09"
"801S0801000112";"0801000112";"";"801S";"0001-01-01";"1907-12-28";"D";"S";"SOCIETE DE TIR SCOLAIRE 'LA MERSOISE'";"Etude pratique et theorique du tir a l'ecole";"";"000000";"Ecole des garcons";"";"";"80350";"MERS-LES-BAINS";"80533";"PM";"";"W801003241";"R";"";"2017-03-29  03:10:52"
"801S0801000158";"0801000158";"";"801S";"0001-01-01";"1910-03-15";"D";"S";"ASSOCIATION DES PROPRIETAIRES ET LOCATAIRES DE LA PLAGE DE MERS LES BAINS";"Interet economique";"";"000000";"10 avenue jacquemin";"";"";"80350";"MERS-LES-BAINS";"80533";"PM";"";"W801003242";"R";"";"2017-03-29  03:28:15"
"801S0801000169";"0801000169";"";"801S";"0001-01-01";"0001-01-01";"D";"S";"UNION DES CHASSEURS D'AULT";"PRATIQUE DE LA CHASSE";"";"000000";"MAIRIE";"";"";"80460";"AULT";"80039";"PM";"";"";"D";"";"2008-01-10  01:27:29"
"801S0801000172";"0801000172";"";"801S";"0001-01-01";"0001-01-01";"D";"S";"AMICALE DES ANCIENS ELEVES DE L'ECOLE DE GARCONS DE MONSBOUBERT";"LIENS D'AMITIE ETC...";"";"000000";"MAIRIE";"";"";"80210";"MONS-BOUBERT";"80556";"PM";"";"W801005096";"R";"";"2017-05-18  05:25:52"
"801S0801000186";"0801000186";"";"801S";"0001-01-01";"1911-06-02";"D";"S";"AMICALE DU COMMERCE ABBEVILLOIS";"Regroupement des commercants";"";"000000";"Mairie";"";"";"80100";"ABBEVILLE";"80001";"PM";"";"W801003249";"R";"";"2017-03-30  03:00:37"
"801S0801000192";"0801000192";"";"801S";"0001-01-01";"1911-10-28";"D";"S";"SOCIETE DE CHASSE DE QUEND";"Pratique de la chasse";"";"000000";"Mairie";"";"";"80120";"QUEND";"80649";"PM";"";"W801003250";"R";"";"2017-03-30  03:07:15"
